y,x
hungry,/home/habib/mindcloud/project/dataset/hungry/8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/549a46d8-9c84-430e-ade8-97eae2bef787-1430130760929-1.7-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_7.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_1.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860053-1.1-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_5.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/090C15A8-5406-4EA5-97A3-81F6527227C0-1430147515-1.0-m-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735040980-1.7-f-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_8.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_7.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_13.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_8.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318400-1.0-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_23_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/B0D9116D-8FA4-41AF-B626-BE508FD5CA04-1430832542-1.0-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548393-1.0-f-26-ti.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/d6cda191-4962-4308-9a36-46d5648a95ed-1430640304482-1.7-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430045366784-1.7-f-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927693-1.0-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/f5b29377-7cd6-4688-942c-5a07add39dc5-1437178455960-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_17_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_25_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_25_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_13.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209174300-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_0.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/f5b29377-7cd6-4688-942c-5a07add39dc5-1437480263225-1.7-f-26-dc.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_17_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068167526-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_0.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/96986c8b-9988-4c37-a0f8-e7c4269cc3ac-1431719845836-1.7-m-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860028-1.1-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_24_9.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_10.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/459c3f85-5710-4efa-bcc9-8012aa1af55e-1430034880215-1.7-f-48-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739528719-1.7-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_13.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_0.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_15.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_24_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_14.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982066128-1.7-f-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430045478300-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F95D4BCE-2FB0-4A0C-A058-BFB0674539AF-1430055950-1.0-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430066825817-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_11.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047362195-1.7-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/602b06a7-31f0-4370-b35a-9cc81d205958-1430739609286-1.7-f-72-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/DBA77EDC-D457-4B3A-83B8-B7AFBF272D4E-1436860486-1.1-m-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_5.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436856363348-1.7-f-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727792958-1.7-f-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_23_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/653bf718-94bd-40d0-af7c-8fe44e07640c-1430759214066-1.7-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_426_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431155960186-1.7-f-48-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049868816-1.7-f-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_25_7.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/549a46d8-9c84-430e-ade8-97eae2bef787-1430130686288-1.7-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320909516-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_10.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_14.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_24_7.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_5.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_14.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/cde108d0-62c3-47f8-82c4-233c9fba5cdd-1436884406827-1.7-m-48-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_17_11.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_5.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/4D43D6CD-C084-4081-ABF3-8B25951B2D75-1430146631-1.0-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F24DE44B-762C-4149-AC92-96A5E57ED118-1430816918-1.0-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_8.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_9.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392936735-1.7-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_6.wav
tired,/home/habib/mindcloud/project/dataset/tired/d6cda191-4962-4308-9a36-46d5648a95ed-1431616581736-1.7-m-04-ti.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156413683-1.7-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_5.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_17_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_24_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/990DE219-FCD1-4634-91CE-19AB93E5D2B0-1430214575-1.0-m-04-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_8.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_14.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_15.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_6.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_23_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_432_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_8.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_1.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/adcefe56-90b1-4120-83b1-93008cb6f7f0-1430731683554-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_23_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_422_15.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/789d2553-cbf2-4911-91e4-fb228d231238-1430818517787-1.7-m-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/EC2E1160-BC33-450A-A62D-DE2A4C0D42BB-1430039051-1.0-f-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_7.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_7.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_430_10.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/2562ad82-485a-44c2-ad25-f70fce71480b-1430045593479-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_15.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_3.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_416_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/719bb382-a592-46b7-82d2-8b4a625263b7-1430376483385-1.7-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_1.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_418_14.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_6.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982075169-1.7-f-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_12.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_14.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_415_1.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_7_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_427_13.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_22_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_9.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_14_6.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_6.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_2_5.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_11.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_412_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_3.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430031235662-1.7-m-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/31e785de-b0c9-464f-88e2-bd8f1dd5cda4-1433403682898-1.7-m-04-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_17_4.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/edb5924c-07ba-4eaa-838b-aaf9511a219b-1431894189631-1.7-m-48-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_26_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/459c3f85-5710-4efa-bcc9-8012aa1af55e-1430034895673-1.7-f-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_424_11.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_12.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_8.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_12.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_0_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_10.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/63CA92F7-973A-4DCA-A410-7B19811A2478-1430041902-1.0-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_2.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770871-1.0-f-22-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_6.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_12_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_9.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_8.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_13.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041644396-1.7-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_14.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_3.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814730789-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_0.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_21_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_9_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_420_2.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_429_1.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_2.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_20_2.wav
discomfort,/home/habib/mindcloud/project/dataset/discomfort/10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_15_4.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_5_12.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_423_12.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_12.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_13_1.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/1259bcad-2308-46fa-9a36-b5d8f359886a-1430143668806-1.7-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232180-1.0-f-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/tired/eea17285-4ab9-4d34-a2f5-55fc8c866ac6-1431887695278-1.7-f-26-ti.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_414_15.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1429807598-1.0-m-48-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_421_15.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_6_7.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_0.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_425_8.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_4_6.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_431_13.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_11_5.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_16_8.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/80f5ab0a-16c1-4738-9209-fbdae52ff769-1430140636917-1.7-f-04-hu.wav
hungry,/home/habib/mindcloud/project/dataset/hungry/F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav
tired,/home/habib/mindcloud/project/dataset/augmented/aug_tired_413_13.wav
discomfort,/home/habib/mindcloud/project/dataset/augmented/aug_discomfort_3_5.wav
